Sale_ID,Date,Store_ID,Product_ID,Customer_ID,Quantity,Price,Total Price,Discount_Percent,Discount_Amount,Total Revenue,Region,Channel,Payment_Mode
SALE06870,9/23/2022,STORE043,PROD0263,CUST0367,2,3458.84,6917.68,5,345.884,6571.796,East,In-Store,Card
SALE06871,10/5/2024,STORE036,PROD0102,CUST0842,3,1322.1,3966.3,15,594.945,3371.355,South,In-Store,Card
SALE06872,1/12/2024,STORE030,PROD0135,CUST0689,4,4884.83,19539.32,15,2930.898,16608.422,West,In-Store,Card
SALE06873,12/3/2024,STORE048,PROD0248,CUST0989,2,3757.41,7514.82,20,1502.964,6011.856,North,In-Store,Card
SALE06874,8/1/2023,STORE031,PROD0219,CUST0904,1,198.67,198.67,20,39.734,158.936,South,In-Store,Cash
SALE06875,2/15/2024,STORE033,PROD0166,CUST0846,1,2438.18,2438.18,5,121.909,2316.271,South,Online,UPI
SALE06876,12/30/2024,STORE012,PROD0148,CUST0989,4,5011.19,20044.76,15,3006.714,17038.046,South,In-Store,Card
SALE06877,8/8/2023,STORE023,PROD0004,CUST0247,1,3592.17,3592.17,15,538.8255,3053.3445,South,In-Store,UPI
SALE06878,5/21/2023,STORE025,PROD0083,CUST0394,5,4645.29,23226.45,10,2322.645,20903.805,North,In-Store,Cash
SALE06879,2/25/2024,STORE043,PROD0065,CUST0303,4,3934.38,15737.52,20,3147.504,12590.016,East,Online,UPI
SALE06880,11/29/2023,STORE004,PROD0219,CUST0749,5,202.04,1010.2,5,50.51,959.69,East,Online,UPI
SALE06881,10/12/2023,STORE047,PROD0126,CUST0799,1,2112.44,2112.44,10,211.244,1901.196,South,In-Store,Card
SALE06882,8/29/2024,STORE042,PROD0133,CUST0334,4,4521.27,18085.08,20,3617.016,14468.064,North,In-Store,Cash
SALE06883,12/11/2024,STORE013,PROD0046,CUST0884,4,1452.83,5811.32,0,0,5811.32,South,In-Store,Card
SALE06884,6/10/2022,STORE020,PROD0101,CUST0977,4,213.07,852.28,5,42.614,809.666,West,In-Store,UPI
SALE06885,11/3/2023,STORE011,PROD0105,CUST0685,3,454.38,1363.14,20,272.628,1090.512,North,Online,UPI
SALE06886,11/18/2023,STORE040,PROD0266,CUST0429,1,4542.12,4542.12,15,681.318,3860.802,North,Online,Card
SALE06887,4/16/2022,STORE031,PROD0249,CUST0182,3,3403.46,10210.38,0,0,10210.38,South,In-Store,Cash
SALE06888,5/15/2024,STORE023,PROD0023,CUST0738,2,485.57,971.14,5,48.557,922.583,South,In-Store,UPI
SALE06889,2/16/2024,STORE035,PROD0183,CUST0828,2,1331.87,2663.74,10,266.374,2397.366,North,In-Store,UPI
SALE06890,8/9/2024,STORE047,PROD0015,CUST0956,5,1900.78,9503.9,20,1900.78,7603.12,South,Online,UPI
SALE06891,11/11/2022,STORE015,PROD0086,CUST0930,4,2911.13,11644.52,5,582.226,11062.294,East,Online,Card
SALE06892,9/10/2022,STORE010,PROD0284,CUST0250,5,4272.09,21360.45,0,0,21360.45,East,Online,Card
SALE06893,4/15/2024,STORE011,PROD0197,CUST0148,3,1506.73,4520.19,15,678.0285,3842.1615,North,Online,Cash
SALE06894,10/22/2023,STORE024,PROD0146,CUST0013,2,2348.43,4696.86,15,704.529,3992.331,East,In-Store,UPI
SALE06895,3/29/2022,STORE036,PROD0042,CUST0880,3,3183.55,9550.65,20,1910.13,7640.52,South,In-Store,Cash
SALE06896,1/29/2022,STORE023,PROD0053,CUST0184,1,2926.22,2926.22,20,585.244,2340.976,South,Online,Card
SALE06897,12/25/2023,STORE025,PROD0153,CUST0192,3,1340.73,4022.19,20,804.438,3217.752,North,In-Store,Card
SALE06898,12/24/2022,STORE039,PROD0117,CUST0762,3,340.34,1021.02,15,153.153,867.867,East,In-Store,UPI
SALE06899,5/17/2024,STORE046,PROD0072,CUST0856,5,4794.49,23972.45,10,2397.245,21575.205,North,Online,UPI
SALE06900,2/11/2023,STORE017,PROD0061,CUST0695,3,2305.68,6917.04,0,0,6917.04,North,In-Store,Card
SALE06901,8/9/2024,STORE049,PROD0101,CUST0296,4,187.81,751.24,5,37.562,713.678,East,In-Store,Card
SALE06902,6/9/2023,STORE009,PROD0275,CUST0442,2,4033.67,8067.34,5,403.367,7663.973,East,Online,Cash
SALE06903,8/6/2024,STORE019,PROD0258,CUST0316,2,4035.73,8071.46,10,807.146,7264.314,East,In-Store,UPI
SALE06904,3/12/2023,STORE048,PROD0166,CUST0919,4,2577.66,10310.64,10,1031.064,9279.576,North,Online,Cash
SALE06905,9/14/2024,STORE029,PROD0061,CUST0754,3,2182.47,6547.41,10,654.741,5892.669,East,Online,Card
SALE06906,6/15/2024,STORE035,PROD0115,CUST0418,1,1655.79,1655.79,20,331.158,1324.632,North,Online,Cash
SALE06907,9/4/2024,STORE003,PROD0108,CUST0342,1,3357.93,3357.93,0,0,3357.93,South,Online,UPI
SALE06908,4/25/2024,STORE036,PROD0122,CUST0709,1,1126.05,1126.05,0,0,1126.05,South,Online,Cash
SALE06909,3/15/2024,STORE031,PROD0033,CUST0817,3,986.07,2958.21,15,443.7315,2514.4785,South,In-Store,UPI
SALE06910,7/4/2022,STORE035,PROD0051,CUST0407,3,2336.42,7009.26,15,1051.389,5957.871,North,Online,Card
SALE06911,1/25/2024,STORE001,PROD0107,CUST0429,3,2759.78,8279.34,15,1241.901,7037.439,North,In-Store,UPI
SALE06912,4/14/2022,STORE014,PROD0154,CUST0475,2,311.39,622.78,5,31.139,591.641,South,Online,Cash
SALE06913,2/1/2024,STORE030,PROD0100,CUST0862,2,1173.84,2347.68,5,117.384,2230.296,West,In-Store,Cash
SALE06914,2/17/2024,STORE041,PROD0196,CUST0171,5,2181.9,10909.5,15,1636.425,9273.075,East,Online,Cash
SALE06915,7/11/2022,STORE011,PROD0072,CUST0316,1,4369.33,4369.33,0,0,4369.33,North,In-Store,Card
SALE06916,9/2/2023,STORE018,PROD0019,CUST0580,5,4413.11,22065.55,15,3309.8325,18755.7175,North,In-Store,Cash
SALE06917,5/28/2022,STORE011,PROD0023,CUST0035,4,510.34,2041.36,5,102.068,1939.292,North,In-Store,Card
SALE06918,2/24/2023,STORE048,PROD0051,CUST0788,3,2399.75,7199.25,15,1079.8875,6119.3625,North,Online,Card
SALE06919,6/22/2024,STORE046,PROD0271,CUST0916,5,2015.02,10075.1,10,1007.51,9067.59,North,In-Store,UPI
SALE06920,3/20/2022,STORE018,PROD0198,CUST0901,3,4626.08,13878.24,20,2775.648,11102.592,North,In-Store,Card
SALE06921,3/16/2024,STORE007,PROD0215,CUST0630,5,1270.09,6350.45,15,952.5675,5397.8825,South,Online,Card
SALE06922,2/16/2023,STORE026,PROD0028,CUST0287,1,1253.67,1253.67,15,188.0505,1065.6195,South,Online,UPI
SALE06923,4/21/2022,STORE041,PROD0056,CUST0553,1,1983.41,1983.41,10,198.341,1785.069,East,Online,Cash
SALE06924,11/11/2024,STORE001,PROD0016,CUST0758,3,1052.58,3157.74,15,473.661,2684.079,North,Online,Cash
SALE06925,2/23/2023,STORE045,PROD0053,CUST0888,5,2627.26,13136.3,10,1313.63,11822.67,North,Online,UPI
SALE06926,5/20/2023,STORE020,PROD0208,CUST0144,4,4860.22,19440.88,20,3888.176,15552.704,West,In-Store,Cash
SALE06927,12/1/2022,STORE038,PROD0194,CUST0372,2,275.58,551.16,20,110.232,440.928,East,In-Store,UPI
SALE06928,8/1/2024,STORE007,PROD0069,CUST0381,5,3171.08,15855.4,15,2378.31,13477.09,South,Online,Cash
SALE06929,3/17/2022,STORE037,PROD0148,CUST0458,3,4613.78,13841.34,15,2076.201,11765.139,West,Online,Card
SALE06930,2/26/2024,STORE043,PROD0016,CUST0216,5,1252.05,6260.25,20,1252.05,5008.2,East,Online,Cash
SALE06931,1/10/2023,STORE022,PROD0019,CUST0691,3,4426.06,13278.18,15,1991.727,11286.453,West,Online,Card
SALE06932,3/21/2023,STORE037,PROD0249,CUST0575,2,3162.06,6324.12,0,0,6324.12,West,Online,Card
SALE06933,2/4/2023,STORE045,PROD0128,CUST0841,4,348.53,1394.12,15,209.118,1185.002,North,In-Store,Cash
SALE06934,5/27/2023,STORE029,PROD0282,CUST0322,1,2810.47,2810.47,15,421.5705,2388.8995,East,In-Store,Card
SALE06935,6/21/2022,STORE008,PROD0150,CUST0742,3,3015.5,9046.5,5,452.325,8594.175,South,Online,UPI
SALE06936,2/6/2024,STORE014,PROD0095,CUST0528,3,3436.05,10308.15,0,0,10308.15,South,In-Store,Cash
SALE06937,1/17/2024,STORE003,PROD0046,CUST0681,1,1404.28,1404.28,10,140.428,1263.852,South,Online,Card
SALE06938,1/11/2024,STORE029,PROD0177,CUST0545,2,4631.48,9262.96,5,463.148,8799.812,East,In-Store,UPI
SALE06939,6/14/2024,STORE004,PROD0171,CUST0165,4,1635.55,6542.2,5,327.11,6215.09,East,Online,UPI
SALE06940,12/30/2022,STORE012,PROD0245,CUST0509,2,3704.64,7409.28,20,1481.856,5927.424,South,Online,Card
SALE06941,6/17/2024,STORE008,PROD0076,CUST0375,3,4604.8,13814.4,20,2762.88,11051.52,South,In-Store,Card
SALE06942,2/2/2023,STORE034,PROD0205,CUST0741,3,4532.76,13598.28,10,1359.828,12238.452,North,In-Store,Cash
SALE06943,4/20/2024,STORE035,PROD0241,CUST0589,4,1783.41,7133.64,20,1426.728,5706.912,North,In-Store,UPI
SALE06944,7/22/2023,STORE023,PROD0129,CUST0339,4,4000.21,16000.84,10,1600.084,14400.756,South,In-Store,Card
SALE06945,11/30/2024,STORE028,PROD0242,CUST0115,4,736.88,2947.52,5,147.376,2800.144,South,Online,Card
SALE06946,12/25/2023,STORE008,PROD0008,CUST0878,1,3354.09,3354.09,0,0,3354.09,South,Online,UPI
SALE06947,9/28/2023,STORE025,PROD0226,CUST0258,4,640.7,2562.8,10,256.28,2306.52,North,Online,UPI
SALE06948,1/25/2022,STORE012,PROD0070,CUST0615,3,1551.36,4654.08,10,465.408,4188.672,South,Online,Card
SALE06949,5/11/2024,STORE040,PROD0107,CUST0980,1,2651.85,2651.85,15,397.7775,2254.0725,North,In-Store,Cash
SALE06950,6/12/2022,STORE012,PROD0297,CUST0361,3,1233.07,3699.21,20,739.842,2959.368,South,Online,Cash
SALE06951,5/24/2024,STORE022,PROD0200,CUST0734,5,3656.45,18282.25,15,2742.3375,15539.9125,West,Online,Cash
SALE06952,11/8/2023,STORE036,PROD0184,CUST0082,3,341.14,1023.42,5,51.171,972.249,South,Online,Card
SALE06953,6/25/2024,STORE020,PROD0080,CUST0722,3,4913.05,14739.15,10,1473.915,13265.235,West,In-Store,Card
SALE06954,10/30/2022,STORE045,PROD0189,CUST0607,2,4069.91,8139.82,5,406.991,7732.829,North,In-Store,Card
SALE06955,6/2/2022,STORE002,PROD0005,CUST0755,5,485.44,2427.2,10,242.72,2184.48,East,Online,Card
SALE06956,2/28/2023,STORE007,PROD0209,CUST0802,2,4646.95,9293.9,20,1858.78,7435.12,South,In-Store,Card
SALE06957,4/13/2022,STORE036,PROD0193,CUST0503,3,4970.35,14911.05,10,1491.105,13419.945,South,Online,Card
SALE06958,10/17/2023,STORE007,PROD0170,CUST0233,5,4009.39,20046.95,0,0,20046.95,South,In-Store,Cash
SALE06959,2/24/2022,STORE033,PROD0219,CUST0635,2,226.82,453.64,20,90.728,362.912,South,In-Store,UPI
SALE06960,6/5/2022,STORE037,PROD0244,CUST0822,5,2070.48,10352.4,10,1035.24,9317.16,West,In-Store,UPI
SALE06961,4/19/2024,STORE047,PROD0200,CUST0316,4,3408.33,13633.32,15,2044.998,11588.322,South,Online,UPI
SALE06962,10/12/2023,STORE033,PROD0030,CUST0250,5,1302.98,6514.9,20,1302.98,5211.92,South,Online,UPI
SALE06963,9/3/2023,STORE030,PROD0122,CUST0617,5,948.04,4740.2,15,711.03,4029.17,West,Online,Cash
SALE06964,6/22/2024,STORE043,PROD0127,CUST0759,4,4178.16,16712.64,20,3342.528,13370.112,East,In-Store,UPI
SALE06965,11/2/2024,STORE043,PROD0281,CUST0119,4,2868.08,11472.32,20,2294.464,9177.856,East,In-Store,UPI
SALE06966,5/17/2023,STORE018,PROD0270,CUST0129,3,3478.9,10436.7,0,0,10436.7,North,In-Store,Cash
SALE06967,3/10/2024,STORE021,PROD0052,CUST0014,3,856.04,2568.12,0,0,2568.12,East,In-Store,Card
SALE06968,11/26/2023,STORE019,PROD0188,CUST0824,5,4724.7,23623.5,15,3543.525,20079.975,East,In-Store,Cash
SALE06969,5/1/2023,STORE022,PROD0185,CUST0228,4,2168.29,8673.16,15,1300.974,7372.186,West,Online,Card
SALE06970,7/16/2023,STORE006,PROD0152,CUST0617,2,649.25,1298.5,20,259.7,1038.8,North,In-Store,Cash
SALE06971,5/29/2022,STORE044,PROD0041,CUST0906,3,3391.08,10173.24,20,2034.648,8138.592,South,Online,UPI
SALE06972,8/18/2024,STORE022,PROD0113,CUST0602,5,2233.92,11169.6,10,1116.96,10052.64,West,In-Store,Cash
SALE06973,3/29/2023,STORE009,PROD0133,CUST0202,5,4658.12,23290.6,5,1164.53,22126.07,East,Online,UPI
SALE06974,2/28/2022,STORE023,PROD0177,CUST0939,1,4583.79,4583.79,0,0,4583.79,South,In-Store,UPI
SALE06975,12/20/2023,STORE041,PROD0126,CUST0048,1,2189.43,2189.43,0,0,2189.43,East,In-Store,Card
SALE06976,1/17/2024,STORE016,PROD0275,CUST0098,4,3774.98,15099.92,10,1509.992,13589.928,South,Online,Cash
SALE06977,4/4/2023,STORE046,PROD0028,CUST0519,5,1111.37,5556.85,10,555.685,5001.165,North,In-Store,Card
SALE06978,8/19/2024,STORE016,PROD0123,CUST0160,3,772.53,2317.59,0,0,2317.59,South,Online,Card
SALE06979,4/24/2022,STORE029,PROD0023,CUST0515,5,460.29,2301.45,15,345.2175,1956.2325,East,In-Store,Card
SALE06980,2/3/2023,STORE017,PROD0150,CUST0938,2,2938.38,5876.76,10,587.676,5289.084,North,In-Store,Cash
SALE06981,2/11/2022,STORE031,PROD0154,CUST0340,5,304.78,1523.9,20,304.78,1219.12,South,In-Store,Card
SALE06982,9/3/2022,STORE001,PROD0106,CUST0071,5,4041.32,20206.6,20,4041.32,16165.28,North,In-Store,Card
SALE06983,9/28/2024,STORE036,PROD0048,CUST0057,5,4385.49,21927.45,10,2192.745,19734.705,South,In-Store,UPI
SALE06984,9/2/2024,STORE019,PROD0194,CUST0963,5,256.98,1284.9,5,64.245,1220.655,East,In-Store,Cash
SALE06985,8/18/2024,STORE028,PROD0167,CUST0472,2,4249.97,8499.94,15,1274.991,7224.949,South,Online,UPI
SALE06986,6/14/2024,STORE036,PROD0253,CUST0461,5,3074.16,15370.8,15,2305.62,13065.18,South,In-Store,Card
SALE06987,10/18/2024,STORE025,PROD0218,CUST0980,5,4369.06,21845.3,20,4369.06,17476.24,North,In-Store,Cash
SALE06988,4/24/2022,STORE049,PROD0113,CUST0283,1,2216.48,2216.48,10,221.648,1994.832,East,In-Store,Cash
SALE06989,10/15/2022,STORE012,PROD0068,CUST0414,1,3736.74,3736.74,20,747.348,2989.392,South,In-Store,Card
SALE06990,2/25/2022,STORE008,PROD0167,CUST0417,5,5041.87,25209.35,0,0,25209.35,South,Online,Cash
SALE06991,1/8/2023,STORE043,PROD0127,CUST0052,5,4063.49,20317.45,5,1015.8725,19301.5775,East,In-Store,Cash
SALE06992,11/21/2022,STORE034,PROD0067,CUST0561,2,3405.04,6810.08,10,681.008,6129.072,North,In-Store,Cash
SALE06993,9/16/2023,STORE014,PROD0282,CUST0146,2,2725.42,5450.84,0,0,5450.84,South,In-Store,Cash
SALE06994,7/28/2024,STORE009,PROD0025,CUST0588,4,4102.32,16409.28,15,2461.392,13947.888,East,In-Store,Card
SALE06995,6/24/2024,STORE027,PROD0199,CUST0940,5,4550.81,22754.05,5,1137.7025,21616.3475,North,In-Store,UPI
SALE06996,7/31/2024,STORE004,PROD0031,CUST0456,3,1983.67,5951.01,0,0,5951.01,East,In-Store,Card
SALE06997,10/8/2023,STORE029,PROD0245,CUST0634,4,3396.29,13585.16,5,679.258,12905.902,East,Online,Cash
SALE06998,11/25/2023,STORE021,PROD0040,CUST0548,2,5187.83,10375.66,20,2075.132,8300.528,East,In-Store,Card
SALE06999,1/30/2024,STORE050,PROD0045,CUST0876,4,4062.17,16248.68,0,0,16248.68,East,In-Store,UPI
SALE07000,1/24/2023,STORE034,PROD0238,CUST0088,1,3283.96,3283.96,0,0,3283.96,North,In-Store,UPI
SALE07001,5/13/2022,STORE003,PROD0137,CUST0799,4,2305.52,9222.08,5,461.104,8760.976,South,Online,Cash
SALE07002,7/10/2024,STORE042,PROD0073,CUST0313,4,4908.45,19633.8,0,0,19633.8,North,Online,Cash
SALE07003,4/5/2023,STORE050,PROD0185,CUST0134,5,2365.6,11828,15,1774.2,10053.8,East,Online,Card
SALE07004,12/16/2022,STORE033,PROD0258,CUST0026,3,4060.91,12182.73,10,1218.273,10964.457,South,Online,Card
SALE07005,5/10/2023,STORE043,PROD0265,CUST0963,4,202.26,809.04,0,0,809.04,East,In-Store,UPI
SALE07006,12/19/2024,STORE014,PROD0229,CUST0755,2,2258.95,4517.9,10,451.79,4066.11,South,Online,Card
SALE07007,10/24/2024,STORE049,PROD0273,CUST0554,4,4527.06,18108.24,5,905.412,17202.828,East,In-Store,UPI
SALE07008,11/28/2022,STORE018,PROD0242,CUST0956,1,699.77,699.77,5,34.9885,664.7815,North,In-Store,Cash
SALE07009,4/5/2022,STORE021,PROD0240,CUST0969,3,4765.54,14296.62,15,2144.493,12152.127,East,In-Store,Cash
SALE07010,12/18/2023,STORE014,PROD0251,CUST0495,3,112.1,336.3,20,67.26,269.04,South,In-Store,Cash
SALE07011,11/1/2023,STORE017,PROD0288,CUST0408,2,2413.7,4827.4,10,482.74,4344.66,North,Online,Card
SALE07012,6/24/2024,STORE022,PROD0260,CUST0536,3,3650.24,10950.72,15,1642.608,9308.112,West,Online,Cash
SALE07013,1/2/2023,STORE009,PROD0298,CUST0450,1,813.72,813.72,10,81.372,732.348,East,Online,Card
SALE07014,10/29/2023,STORE041,PROD0160,CUST0024,5,802.37,4011.85,20,802.37,3209.48,East,In-Store,Card
SALE07015,10/28/2024,STORE022,PROD0294,CUST0380,2,1209.7,2419.4,10,241.94,2177.46,West,In-Store,Cash
SALE07016,2/13/2022,STORE042,PROD0141,CUST0154,2,780.63,1561.26,5,78.063,1483.197,North,In-Store,Card
SALE07017,6/25/2022,STORE033,PROD0176,CUST0421,1,802.45,802.45,10,80.245,722.205,South,Online,Cash
SALE07018,8/28/2022,STORE006,PROD0013,CUST0846,3,133.95,401.85,15,60.2775,341.5725,North,In-Store,Card
SALE07019,5/26/2024,STORE018,PROD0014,CUST0553,5,912.53,4562.65,0,0,4562.65,North,Online,Cash
SALE07020,6/13/2024,STORE032,PROD0107,CUST0887,3,2687.3,8061.9,0,0,8061.9,West,Online,UPI
SALE07021,7/19/2023,STORE009,PROD0144,CUST0203,3,360.15,1080.45,15,162.0675,918.3825,East,In-Store,Card
SALE07022,10/1/2023,STORE044,PROD0156,CUST0329,1,2606.43,2606.43,10,260.643,2345.787,South,In-Store,Card
SALE07023,9/24/2022,STORE009,PROD0070,CUST0208,5,1564.96,7824.8,15,1173.72,6651.08,East,Online,Cash
SALE07024,3/18/2022,STORE013,PROD0295,CUST0210,5,1707.57,8537.85,15,1280.6775,7257.1725,South,In-Store,UPI
SALE07025,11/12/2023,STORE046,PROD0179,CUST0982,3,1517.27,4551.81,15,682.7715,3869.0385,North,In-Store,UPI
SALE07026,4/7/2023,STORE047,PROD0218,CUST0218,5,4758.74,23793.7,15,3569.055,20224.645,South,Online,UPI
SALE07027,9/24/2024,STORE034,PROD0043,CUST0359,2,3790.11,7580.22,5,379.011,7201.209,North,Online,Cash
SALE07028,11/10/2024,STORE038,PROD0069,CUST0437,3,3127.42,9382.26,0,0,9382.26,East,In-Store,Card
SALE07029,4/28/2023,STORE019,PROD0020,CUST0332,5,1460.25,7301.25,10,730.125,6571.125,East,Online,Cash
SALE07030,4/13/2024,STORE042,PROD0156,CUST0579,2,2732.23,5464.46,15,819.669,4644.791,North,Online,UPI
SALE07031,3/25/2022,STORE021,PROD0075,CUST0757,5,3959.74,19798.7,0,0,19798.7,East,In-Store,Cash
SALE07032,2/7/2022,STORE008,PROD0148,CUST0897,2,4895.99,9791.98,10,979.198,8812.782,South,In-Store,Cash
SALE07033,8/2/2022,STORE042,PROD0145,CUST0597,2,406.12,812.24,10,81.224,731.016,North,Online,UPI
SALE07034,6/15/2024,STORE025,PROD0042,CUST0132,5,3369.27,16846.35,0,0,16846.35,North,In-Store,Card
SALE07035,1/29/2022,STORE002,PROD0203,CUST0063,1,2090.34,2090.34,20,418.068,1672.272,East,Online,Cash
SALE07036,7/30/2022,STORE039,PROD0222,CUST0667,4,1602.52,6410.08,5,320.504,6089.576,East,Online,Card
SALE07037,8/11/2022,STORE011,PROD0084,CUST0145,5,3886.25,19431.25,5,971.5625,18459.6875,North,Online,Cash
SALE07038,6/1/2023,STORE012,PROD0116,CUST0367,1,2197.89,2197.89,10,219.789,1978.101,South,In-Store,Cash
SALE07039,1/28/2024,STORE042,PROD0116,CUST0271,4,2625.03,10500.12,15,1575.018,8925.102,North,Online,Card
SALE07040,3/25/2023,STORE005,PROD0207,CUST0484,2,237.66,475.32,15,71.298,404.022,North,Online,Card
SALE07041,10/22/2024,STORE025,PROD0099,CUST0377,4,2267.16,9068.64,15,1360.296,7708.344,North,In-Store,Card
SALE07042,12/28/2023,STORE021,PROD0063,CUST0050,2,5266.53,10533.06,15,1579.959,8953.101,East,In-Store,Cash
SALE07043,5/3/2022,STORE020,PROD0005,CUST0911,3,511.68,1535.04,20,307.008,1228.032,West,In-Store,Card
SALE07044,3/28/2023,STORE026,PROD0052,CUST0393,4,847.51,3390.04,0,0,3390.04,South,In-Store,Cash
SALE07045,3/17/2022,STORE034,PROD0210,CUST0161,1,3675.36,3675.36,10,367.536,3307.824,North,Online,Cash
SALE07046,6/2/2023,STORE005,PROD0096,CUST0775,1,3424.6,3424.6,15,513.69,2910.91,North,Online,Cash
SALE07047,6/27/2023,STORE041,PROD0105,CUST0386,3,390.41,1171.23,10,117.123,1054.107,East,Online,Cash
SALE07048,8/5/2023,STORE041,PROD0181,CUST0385,2,3420.28,6840.56,10,684.056,6156.504,East,Online,UPI
SALE07049,8/9/2023,STORE015,PROD0047,CUST0310,4,4792.6,19170.4,10,1917.04,17253.36,East,In-Store,Card
SALE07050,8/23/2022,STORE017,PROD0300,CUST0335,5,1823.97,9119.85,5,455.9925,8663.8575,North,In-Store,UPI
SALE07051,11/2/2024,STORE005,PROD0128,CUST0223,1,330.78,330.78,15,49.617,281.163,North,In-Store,Card
SALE07052,1/29/2023,STORE020,PROD0014,CUST0119,1,900.5,900.5,15,135.075,765.425,West,Online,UPI
SALE07053,12/4/2022,STORE005,PROD0221,CUST0420,4,4708.96,18835.84,10,1883.584,16952.256,North,Online,Cash
SALE07054,9/22/2024,STORE035,PROD0064,CUST0347,4,1199.38,4797.52,10,479.752,4317.768,North,Online,Cash
SALE07055,7/8/2023,STORE021,PROD0033,CUST0922,4,854.23,3416.92,0,0,3416.92,East,Online,Cash
SALE07056,1/27/2023,STORE032,PROD0122,CUST0136,1,968.1,968.1,10,96.81,871.29,West,Online,Cash
SALE07057,6/26/2022,STORE023,PROD0265,CUST0042,3,212.72,638.16,20,127.632,510.528,South,Online,Card
SALE07058,6/30/2022,STORE039,PROD0189,CUST0123,4,3896.14,15584.56,5,779.228,14805.332,East,In-Store,Card
SALE07059,1/19/2022,STORE043,PROD0151,CUST0995,3,4188.62,12565.86,20,2513.172,10052.688,East,In-Store,Cash
SALE07060,1/12/2024,STORE025,PROD0149,CUST0833,2,4588.3,9176.6,5,458.83,8717.77,North,In-Store,Cash
SALE07061,10/27/2024,STORE028,PROD0269,CUST0459,1,2843.56,2843.56,0,0,2843.56,South,In-Store,UPI
SALE07062,1/28/2022,STORE008,PROD0003,CUST0070,5,849.99,4249.95,15,637.4925,3612.4575,South,Online,Cash
SALE07063,1/21/2023,STORE025,PROD0177,CUST0963,1,4148.58,4148.58,5,207.429,3941.151,North,In-Store,Card
SALE07064,3/10/2023,STORE046,PROD0114,CUST0340,2,592.96,1185.92,15,177.888,1008.032,North,Online,UPI
SALE07065,8/20/2024,STORE012,PROD0247,CUST0179,2,3124.05,6248.1,5,312.405,5935.695,South,In-Store,Card
SALE07066,4/18/2024,STORE034,PROD0072,CUST0007,2,4088.35,8176.7,5,408.835,7767.865,North,In-Store,Cash
SALE07067,6/8/2024,STORE017,PROD0103,CUST0112,4,133.59,534.36,20,106.872,427.488,North,In-Store,UPI
SALE07068,8/23/2023,STORE047,PROD0228,CUST0473,5,308.15,1540.75,15,231.1125,1309.6375,South,In-Store,UPI
SALE07069,11/6/2022,STORE037,PROD0025,CUST0557,4,4662.92,18651.68,20,3730.336,14921.344,West,In-Store,Cash
SALE07070,5/30/2022,STORE024,PROD0178,CUST0380,5,2872.96,14364.8,5,718.24,13646.56,East,In-Store,Cash
SALE07071,10/10/2024,STORE010,PROD0226,CUST0118,3,683.42,2050.26,5,102.513,1947.747,East,In-Store,Cash
SALE07072,1/10/2022,STORE001,PROD0006,CUST0317,5,243.5,1217.5,10,121.75,1095.75,North,Online,Cash
SALE07073,10/23/2024,STORE011,PROD0103,CUST0440,4,145.99,583.96,5,29.198,554.762,North,Online,Card
SALE07074,9/10/2022,STORE020,PROD0101,CUST0370,2,185.84,371.68,5,18.584,353.096,West,Online,Cash
SALE07075,12/1/2023,STORE016,PROD0189,CUST0343,4,3804.34,15217.36,5,760.868,14456.492,South,In-Store,Card
SALE07076,12/29/2024,STORE048,PROD0169,CUST0339,2,1512.77,3025.54,5,151.277,2874.263,North,Online,Card
SALE07077,7/16/2022,STORE027,PROD0214,CUST0026,1,298.69,298.69,20,59.738,238.952,North,Online,Card
SALE07078,1/24/2022,STORE018,PROD0114,CUST0071,4,563.78,2255.12,5,112.756,2142.364,North,Online,Cash
SALE07079,9/2/2022,STORE004,PROD0052,CUST0070,2,790.11,1580.22,20,316.044,1264.176,East,Online,UPI
SALE07080,1/19/2024,STORE015,PROD0131,CUST0118,5,1342.95,6714.75,5,335.7375,6379.0125,East,Online,Card
SALE07081,5/9/2023,STORE039,PROD0066,CUST0898,3,3279.6,9838.8,20,1967.76,7871.04,East,In-Store,UPI
SALE07082,5/19/2023,STORE034,PROD0225,CUST0374,1,1674.22,1674.22,10,167.422,1506.798,North,Online,Cash
SALE07083,2/14/2022,STORE014,PROD0122,CUST0931,5,1094.66,5473.3,15,820.995,4652.305,South,In-Store,Card
SALE07084,1/11/2023,STORE006,PROD0297,CUST0904,5,1213.51,6067.55,5,303.3775,5764.1725,North,In-Store,Cash
SALE07085,3/19/2022,STORE013,PROD0193,CUST0965,1,4338.75,4338.75,5,216.9375,4121.8125,South,In-Store,UPI
SALE07086,9/29/2023,STORE021,PROD0113,CUST0981,2,2224.35,4448.7,15,667.305,3781.395,East,Online,Card
SALE07087,10/27/2022,STORE021,PROD0137,CUST0283,3,2145.4,6436.2,15,965.43,5470.77,East,Online,Card
SALE07088,5/1/2024,STORE042,PROD0031,CUST0378,3,1783.28,5349.84,5,267.492,5082.348,North,Online,Card
SALE07089,6/8/2022,STORE039,PROD0293,CUST0514,5,459.44,2297.2,10,229.72,2067.48,East,In-Store,UPI
SALE07090,2/6/2022,STORE003,PROD0245,CUST0819,5,3513.8,17569,15,2635.35,14933.65,South,Online,UPI
SALE07091,5/12/2022,STORE004,PROD0090,CUST0524,5,785.16,3925.8,0,0,3925.8,East,In-Store,UPI
